codigo_ibge;municipio;ano;rendimento_kgha;producao_ton
4306700;Dona Francisca - RS;2020;1467;763
4306700;Dona Francisca - RS;2021;3500;1820
4306700;Dona Francisca - RS;2022;2016;1169
4306700;Dona Francisca - RS;2023;1320;924
4306734;Doutor Maurício Cardoso - RS;2019;3003;40035
4306734;Doutor Maurício Cardoso - RS;2020;3000;41250
4306734;Doutor Maurício Cardoso - RS;2021;3000;41250
4306734;Doutor Maurício Cardoso - RS;2022;1503;20715
4306734;Doutor Maurício Cardoso - RS;2023;2403;33108
4306759;Doutor Ricardo - RS;2019;3900;780
4306759;Doutor Ricardo - RS;2020;1500;300
4306759;Doutor Ricardo - RS;2021;4200;840
4306759;Doutor Ricardo - RS;2022;1500;300
4306759;Doutor Ricardo - RS;2023;2880;576
4306767;Eldorado do Sul - RS;2019;2700;5290
4306767;Eldorado do Sul - RS;2020;2790;5580
4306767;Eldorado do Sul - RS;2021;3000;6000
4306767;Eldorado do Sul - RS;2022;2400;6000
4306767;Eldorado do Sul - RS;2023;2745;6863
4306809;Encantado - RS;2019;3359;1142
4306809;Encantado - RS;2020;1608;579
4306809;Encantado - RS;2021;3300;1188
4306809;Encantado - RS;2022;1800;720
4306809;Encantado - RS;2023;2700;1134
4306908;Encruzilhada do Sul - RS;2019;2460;91020
4306908;Encruzilhada do Sul - RS;2020;600;24900
4306908;Encruzilhada do Sul - RS;2021;3303;145680
4306908;Encruzilhada do Sul - RS;2022;1627;80130
4306908;Encruzilhada do Sul - RS;2023;2407;128280
4306924;Engenho Velho - RS;2019;4200;23100
4306924;Engenho Velho - RS;2020;3000;16500
4306924;Engenho Velho - RS;2021;3000;16500
4306924;Engenho Velho - RS;2022;1200;4800
4306924;Engenho Velho - RS;2023;1900;6650
4306932;Entre-Ijuís - RS;2019;3349;109860
4306932;Entre-Ijuís - RS;2020;1017;33360
4306932;Entre-Ijuís - RS;2021;3428;112424
4306932;Entre-Ijuís - RS;2022;420;13949
4306932;Entre-Ijuís - RS;2023;907;31681
4306957;Entre Rios do Sul - RS;2019;3600;19440
4306957;Entre Rios do Sul - RS;2020;2400;12960
4306957;Entre Rios do Sul - RS;2021;3300;17820
4306957;Entre Rios do Sul - RS;2022;1500;8250
4306957;Entre Rios do Sul - RS;2023;2700;14850
4306973;Erebango - RS;2019;3900;39000
4306973;Erebango - RS;2020;2462;25112
4306973;Erebango - RS;2021;3700;38850
4306973;Erebango - RS;2022;3260;34230
4306973;Erebango - RS;2023;2700;29160
4307005;Erechim - RS;2019;3600;34920
4307005;Erechim - RS;2020;2520;25200
4307005;Erechim - RS;2021;3600;36180
4307005;Erechim - RS;2022;2200;22110
4307005;Erechim - RS;2023;3000;30300
4307054;Ernestina - RS;2019;3000;51300
4307054;Ernestina - RS;2020;2250;38475
4307054;Ernestina - RS;2021;3660;62586
4307054;Ernestina - RS;2022;1700;29070
4307054;Ernestina - RS;2023;1800;30780
4307104;Herval - RS;2019;2100;27300
4307104;Herval - RS;2020;1350;17550
4307104;Herval - RS;2021;3600;46800
4307104;Herval - RS;2022;2100;30450
4307104;Herval - RS;2023;1350;27000
4307203;Erval Grande - RS;2019;3600;9000
4307203;Erval Grande - RS;2020;2280;5928
4307203;Erval Grande - RS;2021;3000;9000
4307203;Erval Grande - RS;2022;1800;6660
4307203;Erval Grande - RS;2023;3000;11100
4307302;Erval Seco - RS;2019;3708;54616
4307302;Erval Seco - RS;2020;2716;38025
4307302;Erval Seco - RS;2021;3606;50490
4307302;Erval Seco - RS;2022;1119;16785
4307302;Erval Seco - RS;2023;3009;45135
4307401;Esmeralda - RS;2019;3600;102600
4307401;Esmeralda - RS;2020;2400;68400
4307401;Esmeralda - RS;2021;3300;95700
4307401;Esmeralda - RS;2022;1828;54840
4307401;Esmeralda - RS;2023;3600;108000
4307450;Esperança do Sul - RS;2019;3300;15510
4307450;Esperança do Sul - RS;2020;2400;11280
4307450;Esperança do Sul - RS;2021;3000;14100
4307450;Esperança do Sul - RS;2022;930;4650
4307450;Esperança do Sul - RS;2023;1240;6200
4307500;Espumoso - RS;2019;3424;176166
4307500;Espumoso - RS;2020;925;47934
4307500;Espumoso - RS;2021;3906;202434
4307500;Espumoso - RS;2022;1205;61650
4307500;Espumoso - RS;2023;2035;106120
4307559;Estação - RS;2019;4000;23400
4307559;Estação - RS;2020;2500;14375
4307559;Estação - RS;2021;3500;20125
4307559;Estação - RS;2022;2535;14957
4307559;Estação - RS;2023;2400;14160
4307609;Estância Velha - RS;2019;0;0
4307609;Estância Velha - RS;2020;0;0
4307609;Estância Velha - RS;2021;0;0
4307609;Estância Velha - RS;2022;0;0
4307609;Estância Velha - RS;2023;0;0
4307708;Esteio - RS;2019;0;0
4307708;Esteio - RS;2020;0;0
4307708;Esteio - RS;2021;0;0
4307708;Esteio - RS;2022;0;0
4307708;Esteio - RS;2023;0;0
4307807;Estrela - RS;2019;3000;4875
4307807;Estrela - RS;2020;1837;3123
4307807;Estrela - RS;2021;3340;6012
4307807;Estrela - RS;2022;1800;3456
4307807;Estrela - RS;2023;1650;3168
4307815;Estrela Velha - RS;2019;3600;45360
4307815;Estrela Velha - RS;2020;1229;15675
4307815;Estrela Velha - RS;2021;3386;43167
4307815;Estrela Velha - RS;2022;756;8880
4307815;Estrela Velha - RS;2023;1200;15780
4307831;Eugênio de Castro - RS;2019;3411;93505
4307831;Eugênio de Castro - RS;2020;1569;43332
4307831;Eugênio de Castro - RS;2021;3546;99650
4307831;Eugênio de Castro - RS;2022;950;19369
4307831;Eugênio de Castro - RS;2023;1322;39012
4307864;Fagundes Varela - RS;2019;3325;3325
4307864;Fagundes Varela - RS;2020;2353;2353
4307864;Fagundes Varela - RS;2021;3200;3520
4307864;Fagundes Varela - RS;2022;2425;3153
4307864;Fagundes Varela - RS;2023;3250;4225
4307906;Farroupilha - RS;2019;0;0
4307906;Farroupilha - RS;2020;0;0
4307906;Farroupilha - RS;2021;0;0
4307906;Farroupilha - RS;2022;0;0
4307906;Farroupilha - RS;2023;0;0
4308003;Faxinal do Soturno - RS;2019;2760;4968
4308003;Faxinal do Soturno - RS;2020;1350;2430
4308003;Faxinal do Soturno - RS;2021;3480;6264
4308003;Faxinal do Soturno - RS;2022;1680;3108
4308003;Faxinal do Soturno - RS;2023;2100;3990
4308052;Faxinalzinho - RS;2019;3400;17000
4308052;Faxinalzinho - RS;2020;3000;16500
4308052;Faxinalzinho - RS;2021;3900;21450
4308052;Faxinalzinho - RS;2022;1500;8250
4308052;Faxinalzinho - RS;2023;3500;21000
4308078;Fazenda Vilanova - RS;2019;3120;1872
4308078;Fazenda Vilanova - RS;2020;2000;1200
4308078;Fazenda Vilanova - RS;2021;3500;2100
4308078;Fazenda Vilanova - RS;2022;1768;1061
4308078;Fazenda Vilanova - RS;2023;3200;1920
4308102;Feliz - RS;2019;0;0
4308102;Feliz - RS;2020;0;0
4308102;Feliz - RS;2021;0;0
4308102;Feliz - RS;2022;0;0
4308102;Feliz - RS;2023;0;0
4308201;Flores da Cunha - RS;2019;0;0
4308201;Flores da Cunha - RS;2020;0;0
4308201;Flores da Cunha - RS;2021;0;0
4308201;Flores da Cunha - RS;2022;0;0
4308201;Flores da Cunha - RS;2023;0;0
4308250;Floriano Peixoto - RS;2019;3600;21780
4308250;Floriano Peixoto - RS;2020;2400;14400
4308250;Floriano Peixoto - RS;2021;3300;20460
4308250;Floriano Peixoto - RS;2022;1800;11588
4308250;Floriano Peixoto - RS;2023;2200;14630
4308300;Fontoura Xavier - RS;2019;3000;15000
4308300;Fontoura Xavier - RS;2020;1800;9000
4308300;Fontoura Xavier - RS;2021;3000;15000
4308300;Fontoura Xavier - RS;2022;2100;10500
4308300;Fontoura Xavier - RS;2023;2700;13500
4308409;Formigueiro - RS;2019;2600;23400
4308409;Formigueiro - RS;2020;864;8208
4308409;Formigueiro - RS;2021;3000;36000
4308409;Formigueiro - RS;2022;900;11700
4308409;Formigueiro - RS;2023;1300;18200
4308433;Forquetinha - RS;2019;2700;540
4308433;Forquetinha - RS;2020;1546;371
4308433;Forquetinha - RS;2021;3300;1056
4308433;Forquetinha - RS;2022;1817;636
4308433;Forquetinha - RS;2023;2100;840
4308458;Fortaleza dos Valos - RS;2019;3730;137430
4308458;Fortaleza dos Valos - RS;2020;1621;59702
4308458;Fortaleza dos Valos - RS;2021;3900;143676
4308458;Fortaleza dos Valos - RS;2022;955;33552
4308458;Fortaleza dos Valos - RS;2023;1300;46800
4308508;Frederico Westphalen - RS;2019;3300;22110
4308508;Frederico Westphalen - RS;2020;2468;17029
4308508;Frederico Westphalen - RS;2021;3000;21600
4308508;Frederico Westphalen - RS;2022;1320;9900
4308508;Frederico Westphalen - RS;2023;3300;24750
4308607;Garibaldi - RS;2019;0;0
4308607;Garibaldi - RS;2020;0;0
4308607;Garibaldi - RS;2021;0;0
4308607;Garibaldi - RS;2022;0;0
4308607;Garibaldi - RS;2023;0;0
4308656;Garruchos - RS;2019;3000;54870
4308656;Garruchos - RS;2020;2527;47052
4308656;Garruchos - RS;2021;2584;48897
4308656;Garruchos - RS;2022;642;12297
4308656;Garruchos - RS;2023;947;18486
4308706;Gaurama - RS;2019;3900;31980
4308706;Gaurama - RS;2020;2520;20664
4308706;Gaurama - RS;2021;3000;24600
4308706;Gaurama - RS;2022;3300;23760
4308706;Gaurama - RS;2023;3300;23760
4308805;General Câmara - RS;2019;4200;33600
4308805;General Câmara - RS;2020;720;6480
4308805;General Câmara - RS;2021;3900;37050
4308805;General Câmara - RS;2022;2300;23230
4308805;General Câmara - RS;2023;1650;18150
4308854;Gentil - RS;2019;3600;37800
4308854;Gentil - RS;2020;3600;37800
4308854;Gentil - RS;2021;3660;38430
4308854;Gentil - RS;2022;1500;15750
4308854;Gentil - RS;2023;1800;18900
4308904;Getúlio Vargas - RS;2019;4000;60000
4308904;Getúlio Vargas - RS;2020;2700;40500
4308904;Getúlio Vargas - RS;2021;3900;57330
4308904;Getúlio Vargas - RS;2022;2700;39150
4308904;Getúlio Vargas - RS;2023;3300;47850
4309001;Giruá - RS;2019;3769;222396
4309001;Giruá - RS;2020;2169;126685
4309001;Giruá - RS;2021;3615;220899
4309001;Giruá - RS;2022;538;33336
4309001;Giruá - RS;2023;1442;89400
4309050;Glorinha - RS;2019;2700;2700
4309050;Glorinha - RS;2020;2000;2400
4309050;Glorinha - RS;2021;2700;4050
4309050;Glorinha - RS;2022;2700;5400
4309050;Glorinha - RS;2023;2880;9072
4309100;Gramado - RS;2019;0;0
4309100;Gramado - RS;2020;0;0
4309100;Gramado - RS;2021;0;0
4309100;Gramado - RS;2022;0;0
4309100;Gramado - RS;2023;0;0
4309126;Gramado dos Loureiros - RS;2019;3600;21600
4309126;Gramado dos Loureiros - RS;2020;2538;15482
4309126;Gramado dos Loureiros - RS;2021;3600;21960
4309126;Gramado dos Loureiros - RS;2022;1400;8750
4309126;Gramado dos Loureiros - RS;2023;2800;16800
4309159;Gramado Xavier - RS;2019;2700;7695
4309159;Gramado Xavier - RS;2020;1800;5400
4309159;Gramado Xavier - RS;2021;3420;11970
4309159;Gramado Xavier - RS;2022;2880;11520
4309159;Gramado Xavier - RS;2023;2480;11408
4309209;Gravataí - RS;2019;2000;300
4309209;Gravataí - RS;2020;1800;900
4309209;Gravataí - RS;2021;3000;1500
4309209;Gravataí - RS;2022;1800;900
4309209;Gravataí - RS;2023;1650;825
4309258;Guabiju - RS;2019;3200;16320
4309258;Guabiju - RS;2020;2787;13935
4309258;Guabiju - RS;2021;3600;21600
4309258;Guabiju - RS;2022;2007;12042
4309258;Guabiju - RS;2023;2400;14400
4309308;Guaíba - RS;2019;2765;940
4309308;Guaíba - RS;2020;1200;1200
4309308;Guaíba - RS;2021;3412;3412
4309308;Guaíba - RS;2022;3412;3412
4309308;Guaíba - RS;2023;1680;1848
4309407;Guaporé - RS;2019;3180;11448
4309407;Guaporé - RS;2020;2100;7560
4309407;Guaporé - RS;2021;4200;18900
4309407;Guaporé - RS;2022;1479;5916
4309407;Guaporé - RS;2023;1800;7200
4309506;Guarani das Missões - RS;2019;3480;52200
4309506;Guarani das Missões - RS;2020;1747;26205
4309506;Guarani das Missões - RS;2021;3000;45000
4309506;Guarani das Missões - RS;2022;180;2700
4309506;Guarani das Missões - RS;2023;600;9000
4309555;Harmonia - RS;2019;0;0
4309555;Harmonia - RS;2020;0;0
4309555;Harmonia - RS;2021;0;0
4309555;Harmonia - RS;2022;0;0
4309555;Harmonia - RS;2023;0;0
4309571;Herveiras - RS;2019;3000;900
4309571;Herveiras - RS;2020;720;216
4309571;Herveiras - RS;2021;3300;1320
4309571;Herveiras - RS;2022;1320;903
4309571;Herveiras - RS;2023;2100;1596
4309605;Horizontina - RS;2019;3300;39600
4309605;Horizontina - RS;2020;2850;34200
4309605;Horizontina - RS;2021;3000;36000
4309605;Horizontina - RS;2022;1380;13524
4309605;Horizontina - RS;2023;1800;19800
4309654;Hulha Negra - RS;2019;1860;27900
4309654;Hulha Negra - RS;2020;900;13500
4309654;Hulha Negra - RS;2021;2100;32550
4309654;Hulha Negra - RS;2022;1680;28560
4309654;Hulha Negra - RS;2023;1200;20400
4309704;Humaitá - RS;2019;3300;23100
4309704;Humaitá - RS;2020;3000;21000
4309704;Humaitá - RS;2021;3300;23100
4309704;Humaitá - RS;2022;840;5880
4309704;Humaitá - RS;2023;2400;16800
4309753;Ibarama - RS;2019;3600;3240
4309753;Ibarama - RS;2020;1080;1026
4309753;Ibarama - RS;2021;3300;3135
4309753;Ibarama - RS;2022;1680;2016
4309753;Ibarama - RS;2023;1200;1440
4309803;Ibiaçá - RS;2019;3900;83850
4309803;Ibiaçá - RS;2020;1950;41340
4309803;Ibiaçá - RS;2021;3400;69700
4309803;Ibiaçá - RS;2022;1320;26400
4309803;Ibiaçá - RS;2023;3300;66000
4309902;Ibiraiaras - RS;2019;4020;44220
4309902;Ibiraiaras - RS;2020;1680;17808
4309902;Ibiraiaras - RS;2021;4200;44520
4309902;Ibiraiaras - RS;2022;2660;27350
4309902;Ibiraiaras - RS;2023;3000;36000
4309951;Ibirapuitã - RS;2019;3600;60660
4309951;Ibirapuitã - RS;2020;1620;27297
4309951;Ibirapuitã - RS;2021;3285;55352
4309951;Ibirapuitã - RS;2022;1980;33363
4309951;Ibirapuitã - RS;2023;2475;42075
4310009;Ibirubá - RS;2019;3551;152680
4310009;Ibirubá - RS;2020;1743;73710
4310009;Ibirubá - RS;2021;4251;179820
4310009;Ibirubá - RS;2022;1557;65880
4310009;Ibirubá - RS;2023;2406;101790
4310108;Igrejinha - RS;2019;2714;19
4310108;Igrejinha - RS;2020;857;6
4310108;Igrejinha - RS;2021;2714;19
4310108;Igrejinha - RS;2022;1143;8
4310108;Igrejinha - RS;2023;2000;48
4310207;Ijuí - RS;2019;3300;132000
4310207;Ijuí - RS;2020;2000;80000
4310207;Ijuí - RS;2021;4000;160000
4310207;Ijuí - RS;2022;1000;39000
4310207;Ijuí - RS;2023;1320;52800
4310306;Ilópolis - RS;2019;3200;192
4310306;Ilópolis - RS;2020;4000;240
4310306;Ilópolis - RS;2021;3600;360
4310306;Ilópolis - RS;2022;2300;230
4310306;Ilópolis - RS;2023;2100;315
4310330;Imbé - RS;2019;0;0
4310330;Imbé - RS;2020;0;0
4310330;Imbé - RS;2021;0;0
4310330;Imbé - RS;2022;0;0
4310330;Imbé - RS;2023;0;0
4310363;Imigrante - RS;2019;3000;270
4310363;Imigrante - RS;2020;1500;180
4310363;Imigrante - RS;2021;3750;450
4310363;Imigrante - RS;2022;1800;216
4310363;Imigrante - RS;2023;1800;216
4310405;Independência - RS;2019;3392;66150
4310405;Independência - RS;2020;2703;58125
4310405;Independência - RS;2021;3293;70800
4310405;Independência - RS;2022;829;17400
4310405;Independência - RS;2023;2290;50390
4310413;Inhacorá - RS;2019;3900;23790
4310413;Inhacorá - RS;2020;2860;17735
4310413;Inhacorá - RS;2021;3922;23925
4310413;Inhacorá - RS;2022;602;3975
4310413;Inhacorá - RS;2023;1696;11960
4310439;Ipê - RS;2019;3720;31620
4310439;Ipê - RS;2020;1850;12950
4310439;Ipê - RS;2021;3600;30600
4310439;Ipê - RS;2022;2160;17280
4310439;Ipê - RS;2023;3600;28800
4310462;Ipiranga do Sul - RS;2019;4200;44100
4310462;Ipiranga do Sul - RS;2020;2820;29610
4310462;Ipiranga do Sul - RS;2021;4020;42210
4310462;Ipiranga do Sul - RS;2022;2898;30429
4310462;Ipiranga do Sul - RS;2023;2800;29568
4310504;Iraí - RS;2019;3300;19800
4310504;Iraí - RS;2020;1350;8100
4310504;Iraí - RS;2021;3600;21600
4310504;Iraí - RS;2022;1200;5640
4310504;Iraí - RS;2023;2100;11550
4310538;Itaara - RS;2019;3420;10328
4310538;Itaara - RS;2020;2310;6976
4310538;Itaara - RS;2021;3420;10602
4310538;Itaara - RS;2022;1742;5400
4310538;Itaara - RS;2023;2040;6324
4310553;Itacurubi - RS;2019;2700;32400
4310553;Itacurubi - RS;2020;1340;18760
4310553;Itacurubi - RS;2021;3100;66650
4310553;Itacurubi - RS;2022;180;367
4310553;Itacurubi - RS;2023;480;10670
4310579;Itapuca - RS;2019;3300;15015
4310579;Itapuca - RS;2020;3300;16500
4310579;Itapuca - RS;2021;3000;15000
4310579;Itapuca - RS;2022;2100;12600
4310579;Itapuca - RS;2023;3479;20874
4310603;Itaqui - RS;2019;2650;79500
4310603;Itaqui - RS;2020;1416;56640
4310603;Itaqui - RS;2021;2900;130500
4310603;Itaqui - RS;2022;867;39000
4310603;Itaqui - RS;2023;2016;100800
4310652;Itati - RS;2019;0;0
4310652;Itati - RS;2020;0;0
4310652;Itati - RS;2021;0;0
4310652;Itati - RS;2022;0;0
4310652;Itati - RS;2023;0;0
4310702;Itatiba do Sul - RS;2019;3600;2448
4310702;Itatiba do Sul - RS;2020;2900;2262
4310702;Itatiba do Sul - RS;2021;2880;2880
4310702;Itatiba do Sul - RS;2022;1800;1800
4310702;Itatiba do Sul - RS;2023;3000;3000
4310751;Ivorá - RS;2019;3480;12180
4310751;Ivorá - RS;2020;1500;5325
4310751;Ivorá - RS;2021;4020;14673
4310751;Ivorá - RS;2022;1800;6750
4310751;Ivorá - RS;2023;2520;10080
4310801;Ivoti - RS;2019;0;0
4310801;Ivoti - RS;2020;0;0
4310801;Ivoti - RS;2021;0;0
4310801;Ivoti - RS;2022;0;0
4310801;Ivoti - RS;2023;0;0
4310850;Jaboticaba - RS;2019;3300;20790
4310850;Jaboticaba - RS;2020;2400;15120
4310850;Jaboticaba - RS;2021;3300;20790
4310850;Jaboticaba - RS;2022;2222;14000
4310850;Jaboticaba - RS;2023;1320;8316
4310876;Jacuizinho - RS;2019;3221;58296
4310876;Jacuizinho - RS;2020;851;15400
4310876;Jacuizinho - RS;2021;3953;71550
4310876;Jacuizinho - RS;2022;1216;18000
4310876;Jacuizinho - RS;2023;1632;29700
4310900;Jacutinga - RS;2019;3900;49920
4310900;Jacutinga - RS;2020;3100;39680
4310900;Jacutinga - RS;2021;3600;45000
4310900;Jacutinga - RS;2022;2520;30240
4310900;Jacutinga - RS;2023;2700;32400
4311007;Jaguarão - RS;2019;2100;94500
4311007;Jaguarão - RS;2020;1800;81000
4311007;Jaguarão - RS;2021;2700;121500
4311007;Jaguarão - RS;2022;1800;82800
4311007;Jaguarão - RS;2023;1560;70200
4311106;Jaguari - RS;2019;2820;25380
4311106;Jaguari - RS;2020;1080;10800
4311106;Jaguari - RS;2021;3120;33384
4311106;Jaguari - RS;2022;720;9360
4311106;Jaguari - RS;2023;1020;13260
4311122;Jaquirana - RS;2019;3000;1500
4311122;Jaquirana - RS;2020;1500;870
4311122;Jaquirana - RS;2021;3600;2088
4311122;Jaquirana - RS;2022;1500;750
4311122;Jaquirana - RS;2023;3000;2010
4311130;Jari - RS;2019;3015;142020
4311130;Jari - RS;2020;1428;67960
4311130;Jari - RS;2021;3607;176720
4311130;Jari - RS;2022;1200;62790
4311130;Jari - RS;2023;1620;85779
4311155;Jóia - RS;2019;3200;259200
4311155;Jóia - RS;2020;1333;108000
4311155;Jóia - RS;2021;3644;295200
4311155;Jóia - RS;2022;761;54000
4311155;Jóia - RS;2023;753;61380
4311205;Júlio de Castilhos - RS;2019;3378;331680
4311205;Júlio de Castilhos - RS;2020;1825;182520
4311205;Júlio de Castilhos - RS;2021;3555;355512
4311205;Júlio de Castilhos - RS;2022;1350;140244
4311205;Júlio de Castilhos - RS;2023;1724;179592
4311239;Lagoa Bonita do Sul - RS;2019;3300;5280
4311239;Lagoa Bonita do Sul - RS;2020;1800;2520
4311239;Lagoa Bonita do Sul - RS;2021;3420;4788
4311239;Lagoa Bonita do Sul - RS;2022;1800;3114
4311239;Lagoa Bonita do Sul - RS;2023;1900;3441
4311254;Lagoão - RS;2019;3000;24000
4311254;Lagoão - RS;2020;1800;14760
4311254;Lagoão - RS;2021;2840;23288
4311254;Lagoão - RS;2022;1100;9020
4311254;Lagoão - RS;2023;1200;10200
4311270;Lagoa dos Três Cantos - RS;2019;3600;35028
4311270;Lagoa dos Três Cantos - RS;2020;1215;11700
4311270;Lagoa dos Três Cantos - RS;2021;3992;38840
4311270;Lagoa dos Três Cantos - RS;2022;1512;14700
4311270;Lagoa dos Três Cantos - RS;2023;1522;14796
4311304;Lagoa Vermelha - RS;2019;3900;179400
4311304;Lagoa Vermelha - RS;2020;2291;106532
4311304;Lagoa Vermelha - RS;2021;3600;167400
4311304;Lagoa Vermelha - RS;2022;2400;112800
4311304;Lagoa Vermelha - RS;2023;2820;135360
4311403;Lajeado - RS;2019;3120;1872
4311403;Lajeado - RS;2020;1535;921
4311403;Lajeado - RS;2021;4080;2448
4311403;Lajeado - RS;2022;2100;1365
4311403;Lajeado - RS;2023;2700;1755
4311429;Lajeado do Bugre - RS;2019;3600;10800
4311429;Lajeado do Bugre - RS;2020;3000;9000
4311429;Lajeado do Bugre - RS;2021;3600;10800
4311429;Lajeado do Bugre - RS;2022;1500;4500
4311429;Lajeado do Bugre - RS;2023;2080;6240
4311502;Lavras do Sul - RS;2019;2430;60750
4311502;Lavras do Sul - RS;2020;1260;31500
4311502;Lavras do Sul - RS;2021;3240;113400
4311502;Lavras do Sul - RS;2022;1920;67200
4311502;Lavras do Sul - RS;2023;1650;74250
4311601;Liberato Salzano - RS;2019;3300;21780
4311601;Liberato Salzano - RS;2020;2400;16320
4311601;Liberato Salzano - RS;2021;3600;24480
4311601;Liberato Salzano - RS;2022;1200;9240
4311601;Liberato Salzano - RS;2023;2400;18480
4311627;Lindolfo Collor - RS;2019;0;0
4311627;Lindolfo Collor - RS;2020;0;0
4311627;Lindolfo Collor - RS;2021;0;0
4311627;Lindolfo Collor - RS;2022;0;0
4311627;Lindolfo Collor - RS;2023;0;0
4311643;Linha Nova - RS;2019;0;0
4311643;Linha Nova - RS;2020;0;0
4311643;Linha Nova - RS;2021;0;0
4311643;Linha Nova - RS;2022;0;0
4311643;Linha Nova - RS;2023;0;0
4311700;Machadinho - RS;2019;3780;45360
4311700;Machadinho - RS;2020;2860;34320
4311700;Machadinho - RS;2021;3880;46560
4311700;Machadinho - RS;2022;1800;22500
4311700;Machadinho - RS;2023;3800;47500
4311718;Maçambará - RS;2019;2722;83010
4311718;Maçambará - RS;2020;1593;69081
4311718;Maçambará - RS;2021;2448;93912
4311718;Maçambará - RS;2022;644;6582
4311718;Maçambará - RS;2023;622;32149
4311734;Mampituba - RS;2019;0;0
4311734;Mampituba - RS;2020;0;0
4311734;Mampituba - RS;2021;0;0
4311734;Mampituba - RS;2022;0;0
4311734;Mampituba - RS;2023;0;0
4311759;Manoel Viana - RS;2019;2800;117600
4311759;Manoel Viana - RS;2020;1500;67500
4311759;Manoel Viana - RS;2021;3000;138000
4311759;Manoel Viana - RS;2022;900;45000
4311759;Manoel Viana - RS;2023;720;38160
4311775;Maquiné - RS;2019;0;0
4311775;Maquiné - RS;2020;0;0
4311775;Maquiné - RS;2021;0;0
4311775;Maquiné - RS;2022;0;0
4311775;Maquiné - RS;2023;2500;375
4311791;Maratá - RS;2019;0;0
4311791;Maratá - RS;2020;0;0
4311791;Maratá - RS;2021;0;0
4311791;Maratá - RS;2022;0;0
4311791;Maratá - RS;2023;0;0
4311809;Marau - RS;2019;3660;144570
4311809;Marau - RS;2020;2196;86742
4311809;Marau - RS;2021;3900;154050
4311809;Marau - RS;2022;1800;71100
4311809;Marau - RS;2023;2405;94998
4311908;Marcelino Ramos - RS;2019;3600;11160
4311908;Marcelino Ramos - RS;2020;3300;10230
4311908;Marcelino Ramos - RS;2021;3000;9300
4311908;Marcelino Ramos - RS;2022;1600;6080
4311908;Marcelino Ramos - RS;2023;2700;10260
4311981;Mariana Pimentel - RS;2019;0;0
4311981;Mariana Pimentel - RS;2020;0;0
4311981;Mariana Pimentel - RS;2021;0;0
4311981;Mariana Pimentel - RS;2022;2520;1764
4311981;Mariana Pimentel - RS;2023;2100;2100
4312005;Mariano Moro - RS;2019;3120;4306
4312005;Mariano Moro - RS;2020;2280;3146
4312005;Mariano Moro - RS;2021;2160;3132
4312005;Mariano Moro - RS;2022;1920;3072
4312005;Mariano Moro - RS;2023;2100;3570
4312054;Marques de Souza - RS;2019;3500;1260
4312054;Marques de Souza - RS;2020;1750;630
4312054;Marques de Souza - RS;2021;3500;1260
4312054;Marques de Souza - RS;2022;2300;828
4312054;Marques de Souza - RS;2023;2800;1008
4312104;Mata - RS;2019;2400;6360
4312104;Mata - RS;2020;1241;3723
4312104;Mata - RS;2021;3000;9306
4312104;Mata - RS;2022;600;1980
4312104;Mata - RS;2023;900;3060
4312138;Mato Castelhano - RS;2019;3225;35475
4312138;Mato Castelhano - RS;2020;3366;37026
4312138;Mato Castelhano - RS;2021;3288;36168
4312138;Mato Castelhano - RS;2022;1200;13200
4312138;Mato Castelhano - RS;2023;1920;21120
4312153;Mato Leitão - RS;2019;3600;2160
4312153;Mato Leitão - RS;2020;1200;720
4312153;Mato Leitão - RS;2021;3900;2340
4312153;Mato Leitão - RS;2022;1200;840
4312153;Mato Leitão - RS;2023;3600;2520
4312179;Mato Queimado - RS;2019;3260;19802
4312179;Mato Queimado - RS;2020;1639;9959
4312179;Mato Queimado - RS;2021;2912;17693
4312179;Mato Queimado - RS;2022;448;2610
4312179;Mato Queimado - RS;2023;1096;6654
4312203;Maximiliano de Almeida - RS;2019;3480;23664
4312203;Maximiliano de Almeida - RS;2020;2000;13600
4312203;Maximiliano de Almeida - RS;2021;3000;21750
4312203;Maximiliano de Almeida - RS;2022;1500;11700
4312203;Maximiliano de Almeida - RS;2023;2400;18960
4312252;Minas do Leão - RS;2019;2850;28500
4312252;Minas do Leão - RS;2020;1200;12000
4312252;Minas do Leão - RS;2021;3000;30000
4312252;Minas do Leão - RS;2022;2400;25200
4312252;Minas do Leão - RS;2023;3000;36000
4312302;Miraguaí - RS;2019;2888;15595
4312302;Miraguaí - RS;2020;2400;12960
4312302;Miraguaí - RS;2021;3600;19440
4312302;Miraguaí - RS;2022;1200;6480
4312302;Miraguaí - RS;2023;2400;12960
4312351;Montauri - RS;2019;3000;9900
4312351;Montauri - RS;2020;1800;5940
4312351;Montauri - RS;2021;3600;11880
4312351;Montauri - RS;2022;900;2970
4312351;Montauri - RS;2023;2100;6930
4312377;Monte Alegre dos Campos - RS;2019;3700;7578
4312377;Monte Alegre dos Campos - RS;2020;3159;11594
4312377;Monte Alegre dos Campos - RS;2021;3590;10052
4312377;Monte Alegre dos Campos - RS;2022;2520;8190
4312377;Monte Alegre dos Campos - RS;2023;3500;12250
4312385;Monte Belo do Sul - RS;2019;0;0
4312385;Monte Belo do Sul - RS;2020;0;0
4312385;Monte Belo do Sul - RS;2021;0;0
4312385;Monte Belo do Sul - RS;2022;0;0
